ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
4003,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,18.0,0.0,36,0
8407,JZI,Airlines,Online,Basic Plan,50,THAILAND,22.0,7.7,63,0
8121,C2B,Airlines,Online,Silver Plan,51,SINGAPORE,88.5,22.13,26,0
9176,JZI,Airlines,Online,Basic Plan,13,MALAYSIA,18.0,6.3,27,0
9122,EPX,Travel Agency,Online,Cancellation Plan,4,HONG KONG,17.0,0.0,33,0
6143,EPX,Travel Agency,Online,Cancellation Plan,97,CANADA,71.0,0.0,26,0
5852,RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,73,0
4355,C2B,Airlines,Online,Silver Plan,21,SINGAPORE,48.5,12.13,21,0
3002,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,10.0,0.0,36,0
3805,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,52,0
5276,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,46.68082649541192,28.008495897247148,30,1
4992,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,10.0,0.0,36,0
8554,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,CHINA,27.0,0.0,39,0
3166,EPX,Travel Agency,Online,Cancellation Plan,152,UNITED STATES,80.0,0.0,30,0
8777,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,187.85,46.96,43,0
4208,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,27.0,0.0,36,0
2528,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,81.5,20.38,40,1
2503,C2B,Airlines,Online,Annual Silver Plan,408,SINGAPORE,284.66445359911006,71.16611339977752,26,1
7411,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,110,UNITED KINGDOM,178.2,106.92,65,0
5691,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,AUSTRALIA,0.0,29.7,29,0
7099,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,35,0
6970,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,UNITED KINGDOM,57.20184452693244,34.32110671615946,39,1
9417,JZI,Airlines,Online,Basic Plan,15,CAMBODIA,30.0,10.5,47,0
3394,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,MALAYSIA,39.6,23.76,36,0
5258,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,65,0
6279,EPX,Travel Agency,Online,Cancellation Plan,6,AUSTRALIA,15.0,0.0,36,0
3357,C2B,Airlines,Online,Gold Plan,153,SINGAPORE,176.25,44.06,21,0
7005,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108,MALAYSIA,39.6,23.76,57,0
6682,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,SOUTH AFRICA,59.4,35.64,52,1
6052,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,15.0,6.0,29,0
6341,EPX,Travel Agency,Online,Cancellation Plan,76,UNITED STATES,10.0,0.0,25,0
6650,JZI,Airlines,Online,Basic Plan,38,PHILIPPINES,30.0,10.5,44,0
7937,ART,Airlines,Online,24 Protect,26,MALAYSIA,3.82,1.34,48,0
6987,EPX,Travel Agency,Online,2 way Comprehensive Plan,237,DENMARK,67.0,0.0,36,0
5173,EPX,Travel Agency,Online,2 way Comprehensive Plan,168,NEW ZEALAND,77.0,0.0,36,0
8661,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20.0,0.0,36,0
4399,EPX,Travel Agency,Online,Cancellation Plan,66,AUSTRALIA,10.0,0.0,36,0
8228,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,THAILAND,20.0,0.0,46,0
9495,EPX,Travel Agency,Online,2 way Comprehensive Plan,54,PHILIPPINES,108.0,0.0,36,0
9857,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,MALAYSIA,20.0,0.0,36,0
6543,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,UNITED KINGDOM,93.98883943494906,56.39330366096942,54,1
7735,EPX,Travel Agency,Online,Cancellation Plan,35,SINGAPORE,20.0,0.0,43,0
7091,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,AUSTRALIA,0.0,29.7,54,0
5039,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.55,4.39,32,1
6238,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,AUSTRALIA,59.4,35.64,31,0
9375,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,AUSTRALIA,39.6,23.76,41,0
2793,JZI,Airlines,Online,Basic Plan,38,THAILAND,30.0,10.5,45,0
3112,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,32.0,0.0,36,0
9457,JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,44,0
8168,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,HONG KONG,108.0,0.0,36,0
2937,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,PHILIPPINES,20.0,0.0,40,0
8050,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,45.12386360201442,11.283805776505435,23,1
8505,C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,86.0,21.5,22,0
8729,EPX,Travel Agency,Online,Cancellation Plan,10,THAILAND,17.0,0.0,35,0
2005,EPX,Travel Agency,Online,Cancellation Plan,31,PHILIPPINES,13.0,0.0,36,0
8160,EPX,Travel Agency,Online,2 way Comprehensive Plan,161,NEPAL,27.233250131720162,0.0,36,1
4893,EPX,Travel Agency,Online,Cancellation Plan,24,SINGAPORE,80.0,0.0,51,0
6773,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,JAPAN,81.0,0.0,36,0
6145,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10.0,0.0,36,0
5326,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,40.0,0.0,36,0
2769,RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,23.0,9.2,40,0
6759,C2B,Airlines,Online,Gold Plan,9,SINGAPORE,59.5,14.88,36,0
4711,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,NEW ZEALAND,19.8,11.88,59,0
3593,EPX,Travel Agency,Online,Cancellation Plan,87,NEPAL,17.0,0.0,36,0
5432,C2B,Airlines,Online,Annual Gold Plan,368,SINGAPORE,278.85,69.71,42,0
3052,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,43,AUSTRALIA,59.4,35.64,48,0
4894,C2B,Airlines,Online,Bronze Plan,117,SINGAPORE,150.9074133202447,37.72655359672919,39,1
3674,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,39.6,23.76,58,0
6887,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,AUSTRALIA,69.3,41.58,31,0
8326,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,SINGAPORE,23.0,0.0,36,0
2924,TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30.0,10.5,48,0
3899,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,VIET NAM,20.0,0.0,36,0
3771,JZI,Airlines,Online,Basic Plan,7,PHILIPPINES,22.0,7.7,33,0
5299,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,AUSTRALIA,153.44381372008155,92.06628823204893,42,1
5815,EPX,Travel Agency,Online,Cancellation Plan,47,AUSTRALIA,76.0,0.0,36,0
5022,EPX,Travel Agency,Online,Cancellation Plan,26,HONG KONG,19.0,0.0,36,0
8514,JZI,Airlines,Online,Value Plan,11,THAILAND,39.0,13.65,48,0
5732,ART,Airlines,Online,24 Protect,27,THAILAND,14.68,5.14,48,0
5323,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,INDONESIA,22.513506227265886,0.0,36,1
8694,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,10.0,0.0,36,0
4342,EPX,Travel Agency,Online,Cancellation Plan,53,CHINA,39.0,0.0,36,0
6125,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,32.0,0.0,36,0
6878,EPX,Travel Agency,Online,2 way Comprehensive Plan,126,CHINA,20.0,0.0,36,0
2121,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,47.52314625102706,11.885786562756767,32,1
5593,EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,27.0,0.0,36,0
7092,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,29.0,0.0,49,0
8173,EPX,Travel Agency,Online,Cancellation Plan,90,MALAYSIA,10.0,0.0,47,0
6051,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,MALAYSIA,20.0,0.0,36,0
3293,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,UNITED KINGDOM,29.7,17.82,56,0
3476,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,73,ITALY,50.393158324449644,30.235894994669792,26,1
2860,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,0.0,23.76,48,0
4321,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,10.0,0.0,36,0
3874,JZI,Airlines,Online,Basic Plan,11,VIET NAM,22.0,7.7,24,0
9754,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,48.70025282495008,12.179293003064634,58,1
6822,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,32,1
2063,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,55,NORWAY,178.2,106.92,57,0
2409,EPX,Travel Agency,Online,Cancellation Plan,23,INDIA,24.0,0.0,36,0
5352,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,216.0,54.0,56,0
4056,EPX,Travel Agency,Online,2 way Comprehensive Plan,66,MYANMAR,24.0,0.0,35,0
7560,RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,15.0,6.0,41,0
7043,JWT,Airlines,Online,Value Plan,102,INDIA,78.0,31.2,118,0
3643,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,JAPAN,65.0,0.0,36,0
3613,C2B,Airlines,Online,Silver Plan,22,SINGAPORE,29.5,7.38,49,0
5836,JZI,Airlines,Online,Basic Plan,13,CHINA,26.0,9.1,28,0
9651,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MALAYSIA,35.0,0.0,48,0
8503,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,CHINA,28.0,0.0,36,0
3047,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,85,NEW ZEALAND,108.9,65.34,35,0
4563,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,HONG KONG,29.0,0.0,83,0
5207,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,60.0,15.0,29,0
7464,C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,43.11850795033219,10.782795070621765,57,1
7357,EPX,Travel Agency,Online,2 way Comprehensive Plan,96,CHINA,31.845375691286307,0.0,36,1
2252,EPX,Travel Agency,Online,Cancellation Plan,21,SPAIN,11.793399044373439,0.0,27,1
4141,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,62.810988467140064,15.703287775763107,28,1
5051,JZI,Airlines,Online,Basic Plan,8,INDONESIA,30.0,10.5,57,0
9093,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,MYANMAR,20.0,0.0,36,0
5502,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,CHINA,37.2563496027767,0.0,36,1
9847,SSI,Airlines,Online,Ticket Protector,3,SINGAPORE,2.76,0.77,48,0
3691,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,PORTUGAL,79.2,47.52,31,0
6020,EPX,Travel Agency,Online,Cancellation Plan,26,INDONESIA,15.0,0.0,36,0
2218,SSI,Airlines,Online,Ticket Protector,261,SINGAPORE,4.22,1.18,48,0
8201,JWT,Airlines,Online,Value Plan,35,INDIA,31.0,12.4,118,0
5803,C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,39.0,9.75,23,0
9480,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10.0,0.0,36,0
5614,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,THAILAND,20.0,0.0,27,0
8623,EPX,Travel Agency,Online,Cancellation Plan,21,INDONESIA,10.0,0.0,25,0
9721,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,22.0,7.7,54,0
9109,C2B,Airlines,Online,Silver Plan,33,SINGAPORE,66.22885410719525,16.55721352679881,51,1
9599,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,23,0
5713,EPX,Travel Agency,Online,2 way Comprehensive Plan,120,CHINA,30.94946081119937,0.0,25,1
8144,EPX,Travel Agency,Online,Cancellation Plan,11,JAPAN,41.0,0.0,33,0
4419,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,158.4,95.04,52,1
2313,C2B,Airlines,Online,Bronze Plan,59,SINGAPORE,59.23540308622868,14.808567587515032,41,1
6334,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MALAYSIA,20.0,0.0,30,0
7596,EPX,Travel Agency,Online,Cancellation Plan,53,SINGAPORE,61.0,0.0,35,0
5287,EPX,Travel Agency,Online,Cancellation Plan,39,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,36,0
3890,JZI,Airlines,Online,Basic Plan,11,HONG KONG,26.0,9.1,39,0
5239,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,0.0,5.94,31,0
4665,C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,252.85,63.21,33,1
8097,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,ITALY,51.0,0.0,36,0
6155,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,36.0,0.0,36,0
3986,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,MALAYSIA,39.6,23.76,47,0
8715,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,66,THAILAND,39.6,23.76,53,0
5619,C2B,Airlines,Online,Annual Silver Plan,391,SINGAPORE,291.75,72.94,36,1
7177,EPX,Travel Agency,Online,Cancellation Plan,122,JAPAN,80.0,0.0,36,0
3904,EPX,Travel Agency,Online,Cancellation Plan,88,CHINA,17.0,0.0,36,0
6702,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,22.07648391410479,5.524120978526198,37,1
4146,EPX,Travel Agency,Online,2 way Comprehensive Plan,79,INDONESIA,20.0,0.0,40,0
2889,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,36,0
2979,EPX,Travel Agency,Online,Cancellation Plan,68,UNITED STATES,80.0,0.0,26,0
7866,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,35,0
5395,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,FRANCE,45.0,0.0,36,0
2921,ART,Airlines,Online,24 Protect,5,UNITED ARAB EMIRATES,14.05,4.92,48,0
5973,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,53.95,13.49,22,0
3900,C2B,Airlines,Online,Bronze Plan,166,SINGAPORE,0.0,73.25,70,0
5738,EPX,Travel Agency,Online,Cancellation Plan,83,JAPAN,22.0,0.0,36,0
3006,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CANADA,77.0,0.0,29,0
5171,EPX,Travel Agency,Online,Cancellation Plan,20,SINGAPORE,12.0,0.0,50,0
3324,EPX,Travel Agency,Online,2 way Comprehensive Plan,327,MALAYSIA,20.0,0.0,36,0
7991,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,UNITED ARAB EMIRATES,87.0,0.0,36,0
4878,C2B,Airlines,Online,Bronze Plan,86,SINGAPORE,27.0,6.75,48,0
9751,JZI,Airlines,Online,Basic Plan,53,PHILIPPINES,37.0,12.95,32,0
4780,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,39,0
3567,EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,10.0,0.0,59,0
9014,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,JAPAN,29.7,17.82,31,0
6944,EPX,Travel Agency,Online,1 way Comprehensive Plan,22,JAPAN,23.0,0.0,36,0
9250,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16.2,4.05,30,0
4252,EPX,Travel Agency,Online,Cancellation Plan,128,PHILIPPINES,11.0,0.0,36,0
7516,EPX,Travel Agency,Online,Cancellation Plan,18,CHINA,31.0,0.0,36,0
7454,SSI,Airlines,Online,Ticket Protector,19,SINGAPORE,0.77,0.22,48,0
2104,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,UNITED KINGDOM,59.0,0.0,36,0
8577,C2B,Airlines,Online,Bronze Plan,66,SINGAPORE,53.5,13.38,33,0
7608,JZI,Airlines,Online,Basic Plan,10,CHINA,23.775110020605148,8.321288507211802,46,1
2645,EPX,Travel Agency,Online,Cancellation Plan,49,CHINA,24.0,0.0,36,0
3403,C2B,Airlines,Online,Silver Plan,108,SINGAPORE,39.0,9.75,26,0
2373,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,50,0
9440,EPX,Travel Agency,Online,Cancellation Plan,6,CANADA,35.0,0.0,23,0
9518,EPX,Travel Agency,Online,Cancellation Plan,22,MALAYSIA,13.0,0.0,30,0
2390,EPX,Travel Agency,Online,2 way Comprehensive Plan,210,FRANCE,112.0,0.0,36,0
4814,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,HONG KONG,20.0,0.0,36,0
6267,EPX,Travel Agency,Online,Cancellation Plan,24,INDONESIA,24.0,0.0,53,0
8894,ART,Airlines,Online,24 Protect,24,THAILAND,29.02,10.16,48,0
9766,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,SINGAPORE,20.0,0.0,36,0
4129,TST,Travel Agency,Offline,Travel Cruise Protect,77,MALAYSIA,30.0,10.5,64,0
3436,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,UNITED ARAB EMIRATES,0.0,41.58,28,0
6303,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,UNITED ARAB EMIRATES,88.0,0.0,36,0
3937,EPX,Travel Agency,Online,Cancellation Plan,71,VIET NAM,19.0,0.0,36,0
8686,EPX,Travel Agency,Online,2 way Comprehensive Plan,111,THAILAND,20.0,0.0,20,0
7686,C2B,Airlines,Online,Annual Silver Plan,396,SINGAPORE,252.85,63.21,45,0
3370,LWC,Travel Agency,Online,Annual Travel Protect Gold,367,UNITED STATES,256.2,166.53,29,1
8598,EPX,Travel Agency,Online,Cancellation Plan,38,UNITED KINGDOM,79.0,0.0,36,0
4105,JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,57,0
7032,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,12.0,0.0,36,0
8750,JZI,Airlines,Online,Value Plan,7,THAILAND,26.0,9.1,55,0
4619,EPX,Travel Agency,Online,Cancellation Plan,11,VIET NAM,21.0,0.0,36,0
9245,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,16.60828133790582,4.15262993256516,52,1
7326,C2B,Airlines,Online,Annual Silver Plan,397,SINGAPORE,191.9845040368103,47.99555802043472,58,1
4149,EPX,Travel Agency,Online,Cancellation Plan,33,"KOREA, REPUBLIC OF",78.0,0.0,36,0
5899,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,187.85,46.96,72,1
9421,EPX,Travel Agency,Online,1 way Comprehensive Plan,91,SINGAPORE,85.0,0.0,36,0
9618,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,30.0,0.0,35,0
5711,EPX,Travel Agency,Online,Cancellation Plan,28,CANADA,11.0,0.0,65,0
6936,EPX,Travel Agency,Online,Cancellation Plan,27,UNITED STATES,18.0,0.0,35,0
2759,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128,AUSTRALIA,0.0,29.7,45,0
3270,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,FINLAND,79.2,47.52,31,0
5225,EPX,Travel Agency,Online,Cancellation Plan,39,THAILAND,11.0,0.0,28,0
7650,EPX,Travel Agency,Online,1 way Comprehensive Plan,30,UNITED STATES,112.0,0.0,46,0
3873,EPX,Travel Agency,Online,Cancellation Plan,61,SINGAPORE,37.0,0.0,36,0
5776,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,32.0,0.0,36,0
7638,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,QATAR,84.0,0.0,42,0
8326,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,59.4,35.64,27,0
6679,EPX,Travel Agency,Online,Cancellation Plan,12,SINGAPORE,36.0,0.0,36,0
3327,EPX,Travel Agency,Online,1 way Comprehensive Plan,96,"KOREA, REPUBLIC OF",20.0,0.0,24,0
4196,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,ITALY,71.43298744186087,42.85979246511653,31,1
9765,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,49,0
5538,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,GERMANY,138.6,83.16,31,0
7135,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,JAPAN,70.0,0.0,36,0
8788,EPX,Travel Agency,Online,2 way Comprehensive Plan,122,UNITED KINGDOM,111.0,0.0,36,0
6298,EPX,Travel Agency,Online,2 way Comprehensive Plan,83,"TAIWAN, PROVINCE OF CHINA",43.0,0.0,36,0
8731,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,HONG KONG,20.0,0.0,50,0
5130,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,FRANCE,19.8,11.88,48,0
9420,EPX,Travel Agency,Online,Cancellation Plan,16,JAPAN,39.0,0.0,36,0
8178,EPX,Travel Agency,Online,Cancellation Plan,25,HONG KONG,22.0,0.0,36,0
6080,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,"KOREA, REPUBLIC OF",57.0,0.0,36,0
4899,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,INDONESIA,43.0,0.0,27,0
9561,EPX,Travel Agency,Online,2 way Comprehensive Plan,73,JAPAN,38.0,0.0,36,0
9192,C2B,Airlines,Online,Annual Silver Plan,396,SINGAPORE,161.0,40.25,33,0
7682,C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,216.0,54.0,31,1
4184,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CAMBODIA,20.0,0.0,36,0
5106,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,AUSTRALIA,39.6,23.76,32,0
4019,EPX,Travel Agency,Online,2 way Comprehensive Plan,65,SINGAPORE,112.0,0.0,36,0
2400,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,35.124455738509475,8.786113934627371,23,1
5374,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,295.89519047005274,73.97517729576451,33,1
5706,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,20.0,0.0,35,0
4041,JZI,Airlines,Online,Basic Plan,64,CHINA,40.0,14.0,69,0
6933,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,AUSTRALIA,49.5,29.7,56,0
6387,JZI,Airlines,Online,Basic Plan,9,MYANMAR,22.0,7.7,51,0
9114,C2B,Airlines,Online,Silver Plan,31,SINGAPORE,88.5,22.13,24,1
8007,EPX,Travel Agency,Online,Cancellation Plan,94,MALAYSIA,10.0,0.0,35,0
3956,EPX,Travel Agency,Online,Cancellation Plan,118,JAPAN,33.0,0.0,36,0
7070,C2B,Airlines,Online,Silver Plan,42,SINGAPORE,33.5,8.38,30,0
2944,EPX,Travel Agency,Online,Cancellation Plan,7,JAPAN,11.955604735030676,0.0,44,1
8110,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,MALAYSIA,39.6,23.76,46,0
9293,EPX,Travel Agency,Online,Cancellation Plan,96,SINGAPORE,63.0,0.0,36,0
6804,EPX,Travel Agency,Online,Cancellation Plan,57,CHINA,10.0,0.0,36,0
3932,C2B,Airlines,Online,Silver Plan,26,SINGAPORE,62.0,15.5,28,0
5385,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.5,5.88,45,0
8169,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,MALAYSIA,20.0,0.0,48,0
4797,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.0,10.0,33,0
6170,EPX,Travel Agency,Online,Cancellation Plan,25,CHINA,18.0,0.0,36,0
2860,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,45,1
9791,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10.0,0.0,36,0
3041,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,10.0,0.0,36,0
5250,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,166,NEW ZEALAND,69.3,41.58,51,0
7714,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,MALAYSIA,20.0,0.0,66,0
3036,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,216.0,54.0,52,0
9101,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,45.0,0.0,36,0
5195,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,PHILIPPINES,59.4,35.64,70,0
6334,TST,Travel Agency,Offline,Travel Cruise Protect,33,THAILAND,30.0,10.5,75,0
2849,EPX,Travel Agency,Online,Cancellation Plan,11,CHINA,21.0,0.0,36,0
8223,EPX,Travel Agency,Online,Cancellation Plan,97,SINGAPORE,0.0,0.0,36,0
5146,C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,23.5,5.88,33,0
6343,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,VIET NAM,20.95103292474861,0.0,36,1
9719,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,AUSTRALIA,66.80772980360295,40.08463788216177,35,1
4118,EPX,Travel Agency,Online,Cancellation Plan,62,PHILIPPINES,14.0,0.0,36,0
8809,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,72,AUSTRALIA,168.4712712151356,101.08276272908137,70,1
2168,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,AUSTRALIA,-39.6,23.76,54,0
2086,C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,395.87544846406166,98.96977054321931,35,1
3437,EPX,Travel Agency,Online,Cancellation Plan,16,VIET NAM,42.0,0.0,36,0
5828,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,"KOREA, REPUBLIC OF",48.0,0.0,36,0
2954,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,VIET NAM,28.0,0.0,36,0
7192,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,AUSTRALIA,59.4,35.64,71,0
6182,EPX,Travel Agency,Online,Cancellation Plan,131,CHINA,64.0,0.0,36,0
8496,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,NEW ZEALAND,89.1,53.46,39,0
6262,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,MALAYSIA,29.7,17.82,65,0
6545,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,31.0,0.0,36,0
6487,JZI,Airlines,Online,Value Plan,7,"KOREA, REPUBLIC OF",45.0,15.75,49,0
2524,EPX,Travel Agency,Online,Cancellation Plan,21,PHILIPPINES,15.0,0.0,36,0
9913,EPX,Travel Agency,Online,Cancellation Plan,20,INDONESIA,65.0,0.0,36,0
6035,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,29,0
